"","PC1"
"Jag2",-0.0218779352332093
"Kif11",-0.0218807718491652
"Zdhhc14",-0.0219142446148198
"Engase",-0.0220087817573213
"Abcd2",-0.0220399040266595
"Pde1c",-0.0221907069655221
"Mef2c",-0.022217091433243
"Efr3b",-0.0222651617210173
"Cmah",-0.0222831594517524
"Cnr2",-0.0223381683706143
"Ube2c",-0.0223742347669531
"Aurkb",-0.02239710117908
"BC030867",-0.0224835878227459
"Stil",-0.0225142240266974
"Ccnb1",-0.0225978128319205
"Ung",-0.0226014689571188
"Marveld1",-0.0227212538569162
"Pdxk",-0.0227758437447679
"Bub1b",-0.0228061684679781
"Slc26a11",-0.0228071857219321
"Depdc1b",-0.0228328344905861
"Nanos1",-0.0228498065130373
"Rhoj",-0.0228599776441653
"Cenpa",-0.0229334225544616
"Kif18b",-0.0229358260025355
"Aatk",-0.022975802858615
"Ier5l",-0.02300895645017
"Man2a2",-0.0230090831453767
"Neil3",-0.0232261946114286
"Atg9b",-0.0232574419671488
"Tcf19",-0.0232588525881087
"2010300C02Rik",-0.0233288300365683
"Iqgap3",-0.0233378681610999
"Kif20b",-0.023338186734144
"Uhrf1",-0.0233415428057262
"Depdc1a",-0.0233535990857999
"Matk",-0.0233853380427355
"Ints6l",-0.0234884581004773
"Prr11",-0.0235089761739791
"Fbxo5",-0.0235817707251475
"Nav2",-0.0237700796811734
"Dcstamp",-0.0238014620131078
"Ccnf",-0.0238733553901504
"Tmem273",-0.023971113003133
"Ckap2",-0.0239770175376164
"Kntc1",-0.0240830594781519
"Chst11",-0.0240909574556744
"Hs3st1",-0.0243609579723363
"Kif2c",-0.0244371701203539
"Stac2",-0.0244544246280746
"Prc1",-0.0245205239100704
"Mamdc2",-0.0246194689779127
"Uck2",-0.0246196805184315
"6430548M08Rik",-0.0246199382242496
"Plau",-0.0247298397241503
"Kif20a",-0.0247633494296873
"Kif14",-0.0247908994208377
"E2f7",-0.0248281192251107
"Kif23",-0.0249028716088534
"Nek2",-0.0249230256726307
"Bub1",-0.024971063489388
"Pank1",-0.025099353155786
"Myc",-0.0252010556572422
"Fat3",-0.0252823112038389
"Arap3",-0.0255602059013878
"Ankrd37",-0.0255645034131846
"Spag5",-0.0255826240631238
"Arrb1",-0.0256493884068433
"Top2a",-0.0256533718227593
"Susd3",-0.0256686487461377
"Nr4a1",-0.0257878571256394
"Klhl3",-0.0258905733344558
"Espl1",-0.0260856877642964
"Dhcr24",-0.0261801278848441
"Cdc20",-0.0263446644416299
"Esco2",-0.0264420796101408
"Tcp11l2",-0.026444917200274
"Dusp6",-0.0267881483682219
"Scd2",-0.026811953187077
"Abca9",-0.0268259757346867
"Zfp395",-0.0268468452500661
"Lama3",-0.0269778596151645
"Ncapd2",-0.0270238202028807
"Stard4",-0.0272394490302161
"Sapcd2",-0.0272591265743209
"Mki67",-0.0274354285079863
"Hmmr",-0.0274950688652853
"Ccna2",-0.027752915479622
"Sort1",-0.0278909667956598
"Deptor",-0.0279269785535815
"Add3",-0.0279635991981607
"St6gal1",-0.0281292554771071
"Mxd4",-0.0282413905418024
"Clspn",-0.0282842047373712
"Kcnj2",-0.0284641351343877
"Pbk",-0.0285018948223311
"S1pr1",-0.028614673490907
"Tox2",-0.0286694360725758
"Tacc2",-0.0288270894122634
"Fam214a",-0.02885772969187
"Ankle1",-0.0289434721522329
"Pimreg",-0.0292052723673106
"Sh3pxd2a",-0.0292512847328841
"Slc40a1",-0.0292739340769135
"Kctd12b",-0.0296735204239821
"Egr3",-0.0297050849167787
"2900026A02Rik",-0.0297882224899568
"Cdca2",-0.0300831979788381
"Cass4",-0.0304499729807433
"Frmd6",-0.0309666607667697
"Il1rl1",-0.0310375501125884
"Gpr183",-0.0311676538009664
"Nptx1",-0.03131508393734
"Adrb2",-0.0314159602014788
"Fam78b",-0.032223722236366
"Anln",-0.0324263660275184
"Zfyve28",-0.0327219996579765
"Cenpf",-0.0332519457657674
"Sesn1",-0.0340600878118338
"Rrm2",-0.0345634101284907
"Aspm",-0.0345732706739688
"Egr2",-0.0348959015770054
"Smpd3",-0.0349723737968798
"Hpgd",-0.0351009072387084
"Lpin1",-0.0352960784122003
"Gpr34",-0.0354601114776537
"Cd163",-0.0354941513483963
"Slco2b1",-0.0365321878682658
"Rnf150",-0.0373149695222698
"Rasgrp3",-0.0503019352416372
